no,date_post,username,tweet,klasifikasi
1089,2023-02-23 14:37:59 SE Asia Standard Time,kenzo39526996,@MarthinTambuna3 @yusuf_dumdum @AsepSuwarno77 @DitjenPajakRI Gunakan teknologi AI (Artificial Intelligence). Jadi kalo ada penyimpangan langsung ketahuan.,Positif
1090,2023-02-23 13:45:31 SE Asia Standard Time,paragramberita,"Pakai Teknologi AI, Kira-Kira Begini Wajah Ken Dedes: Cantik Banget!   https://t.co/Cz6eWFZqKf",Netral
1091,2023-02-23 13:29:05 SE Asia Standard Time,rskuntowiyoga,"seharusnya yg ada di sini adalah timnya Pak PT, misalnya Pak RAW, supaya kualitas broadcasting Liga1 makin oke. ada teknologi NDI, AI yg makin mudah diadaptasi oleh tim produksi broadcasting (khususnya) sepak bola.",Positif
1092,2023-02-23 12:10:41 SE Asia Standard Time,kompasiana,"Dengan kehadiran ChatGPT, masyarakat awam semakin sadar dengan kehadiran teknologi AI. Robot Chef adalah salah satu penerapan teknologi AI. #Headline  https://t.co/FpFVrX8dCt",Positif
1093,2023-02-23 11:26:07 SE Asia Standard Time,pacmannai,"Gimana cara mereka mencapai itu semua?  Menggunakan AI, IoT dan Teknologi Cloud dong!  Mengenai MeaDRI bisa dilihat di sini:  https://t.co/5SAc6EXWjq",Positif
1094,2023-02-23 11:22:00 SE Asia Standard Time,iqraway,Video: Teknologi AI untuk Mendeteksi Penyakit dengan Analisis Suara  https://t.co/oQKZYeOnV1,Netral
1095,2023-02-23 11:15:47 SE Asia Standard Time,rskuntowiyoga,Sesi menarik berikutnya. AI untuk highlights. “Technology powering an endless content opportunity. Bbrp teknologi AI yg hadir di #SportelRendezvouz sdh menghadirkan peluang utk bisa otomatis membaca pertandingan lalu memecahnya dalam highlights multi format. Real time.  https://t.co/OtTyI9EWCs,Positif
1096,2023-02-23 10:20:17 SE Asia Standard Time,japenselangor1,KANDUNGAN LANGGAR ETIKA | DISEKAT   Terdapat tiga kaedah digunakan penyedia platform media sosial untuk menurunkan kandungan tersebut iaitu pertama melalui teknologi kecerdasan buatan (AI) yang mengesan dan -,Netral
1097,2023-02-23 08:44:36 SE Asia Standard Time,mindsetviva,Cantik &amp; Anggun! Teknologi AI Ilustrasikan Wajah Putri Kerajaan Sunda Dyah Pitaloka Citraresmi  iya mending prabowo - angela tanoesoedibjo - hary tanoesoedibjo - Gayus - GP Anor - Rubicon - David - Mario Dandy,error
1098,2023-02-23 08:06:09 SE Asia Standard Time,siayi,Ini PR hasil auto convert dari voice to text dg teknologi AI.,Netral
1099,2023-02-23 07:43:55 SE Asia Standard Time,rdtangr,@andihiyat skrg BCA udh pake teknologi AI ya keren,Positif
1100,2023-02-23 07:42:31 SE Asia Standard Time,irf_mla,"Misal utk platform-platform AI yg berhubungan ama karya seni, semua platform ini ga bisa digeneralisasi secara teknologi &amp; algoritmanya, ada yg memang gunakan pendekatan utk menghasilkan karya baru &amp; orisinil, ada jg yg tinggal ceplak-ceplok sampe timbul masalah hak cipta",Netral
1101,2023-02-23 07:10:26 SE Asia Standard Time,kosmo_online,"Ladang vanila diiktiraf Malaysia Book of Records itu gunakan Teknologi Pertanian 4.0 meliputi teknologi IoT, AI, penggunaan data raya serta pembelajaran mesin dan sistem dron.  https://t.co/eJaXepXks5",Positif
1102,2023-02-23 07:08:12 SE Asia Standard Time,beritakinib,Imej yang dicipta AI kehilangan hak cipta AS dalam ujian untuk teknologi baharu -  https://t.co/Fa47dvhTGI (Reuters) – Imej dalam novel grafik yang dicipta menggunakan sistem kecerdasan buatan,Netral
1103,2023-02-23 07:06:06 SE Asia Standard Time,k121805d,"Dan ga semua artist yg open commission itu dpt uang banyak Sekarang teknologi udh canggih,banyak yg udh beralih ke AI Maaf ngomong gini aku cuma ngerasa ga dihargai sebagai artist",Negatif
1104,2023-02-23 05:15:31 SE Asia Standard Time,fq_kejos,"@vadhahidayat @MusuhMisuh @PartaiSocmed bener banget mas makin kesini karya makin ga ada valuenya, dan profesi designer makin kesini juga makin ga dibutuhkan, ingat teknologi AI sekarang itu ibarat hp nokia yg cuman bisa sms &amp; nelpon, gmn nanti 10 thn kedepan, kl masalah etika well this is a machine",Negatif
1105,2023-02-23 04:46:28 SE Asia Standard Time,voidotid,Teknologi Artificial Intelligence (AI) semakin populer belakangan ini. Berbagai perusahaan di seluruh dunia mulai menggunakan AI untuk meng...  https://t.co/wKtxQw2Hfb,error
1106,2023-02-23 01:13:42 SE Asia Standard Time,vouezjungyeol,"Menurut ak, karna udah teknologi maju, jadi bakal banyak era kaya ai gt, tapi kalo soal pacaran sesama ai kaga kebayang anjir",Netral
1107,2023-02-22 23:31:21 SE Asia Standard Time,spektrometri,banyak teknologi AI yang bagus tapi belum nemu AI money generator,Netral
1108,2023-02-22 23:18:08 SE Asia Standard Time,lovercrumbs,LUCU BGT gw emang lagi nyari2 prompt buat bikin modern royalty au trs gw memanfaatkan teknologi AI dan inilah hasilnya alias LUCU BGT?????,Positif
1109,2023-02-22 22:44:03 SE Asia Standard Time,merdekadotcom,Menakar ChatGPT Teknologi AI Pisau Bermata Dua bagi Industri Media  https://t.co/U8Lc4em0hq,Netral
1110,2023-02-22 21:22:09 SE Asia Standard Time,mechanmel,Bagus sih ada teknologi AI gini di kpop tapi ya gak segala drama di dunia peridolan harus ada jugaaaaa. Fokus ke karya aja lah please 🤣🤣,Negatif
1111,2023-02-22 20:45:53 SE Asia Standard Time,petrichoryz,"orang2 segitunya sama AI, kayak... sekarang tuh teknologi udah maju banget jadi apa salahnya",Netral
1112,2023-02-22 20:19:10 SE Asia Standard Time,sereinkworld,"@ursa____minor @literarybase Oh ini gw baru kemarin dapet diskusi soal ini, ChatGPT tuh lebih kya teknologi AI buat ngembangin teks. Tapi penggunaanya bisa maksimal kalo semisal kita ada bikin tulisan artikel nih, terus dibantu ChatGPT, nanti tulisannya bisa jadi lebih bagus lagi, gitu",Positif
1113,2023-02-22 20:10:00 SE Asia Standard Time,newsmerahputih,Memuaskan pelanggan sebagai bagian dari sebuah bisnis membuat perusahaan teknologi Jepang RevComm resmi meluncurkan software yang dapat memvisualisasikan percakapan bisnis antar pegawai dan klien dengan teknologi AI.   #merahputihcom #RevComm #software    https://t.co/y3RyUvOdNP,Positif
1114,2023-02-22 20:01:23 SE Asia Standard Time,detikcom,Ken Dedes dikenal sebagai leluhur raja-raja Majapahit versi Pararaton. Begini wajah cantiknya dalam teknologi AI:  https://t.co/yZpRmF9JSE,Positif
1115,2023-02-22 19:52:15 SE Asia Standard Time,beritakinib,"Bagi gergasi teknologi, AI seperti Bing dan Bard menimbulkan masalah carian berbilion dolar -  https://t.co/Vm3THrVZj6 MOUNTAIN VIEW, Calif. (Reuters) – Memandangkan Alphabet Inc",Netral
1116,2023-02-22 19:28:09 SE Asia Standard Time,widyawicara,Widya Wicara bangga menjadi bagian dari Top 5 AI di Indonesia!   Jadilah bagian dari kemudahan tanpa batas ini dengan menggunakan produk suara asli Indonesia🤩  Kunjungi  https://t.co/41OqaLaY2A sekarang! #widyawicara #ai #voiceai #aivoice #teknologi #teknologisuara  https://t.co/6TmYIPjCH6,Positif
1117,2023-02-22 19:21:49 SE Asia Standard Time,widyarobotics,Nah kaaan! Terbukti dengan adanya AI dapat membuat pekerjaan yang berat menjadi lebih ringan! 🤩  Apa lagi dengan beberapa produk andalan dari Widya Robotics 😉  Langsung kunjungi  https://t.co/SxQWsp619S sekarang! #widyarobotics #ai #aiupdates #teknologi  https://t.co/RdxnmRmwsk,Positif
1118,2023-02-22 18:13:47 SE Asia Standard Time,arthurmorganwif,"Get to know me, bear with how random I can be. Apa nggak mau kamu sebagai manusia kalah seru daripada chat box AI yang bisa aku ajak ngobrol tentang apa aja? Dari stagnansi teknologi, sampe cara masak indomie. And good communication too",Positif
1119,2023-02-22 17:56:55 SE Asia Standard Time,iiiisssttt,@perih_atin Teknologi ai ajaa,Positif
1120,2023-02-22 17:47:07 SE Asia Standard Time,perih_atin,BISMILLAHHH AAMIIN 👊🥲 aku pgn S2 tp aku bingung pgn tesis apa (abaikan budget wkwk jelas gaono)🤣🤣🤣🤣🤣... pgn mendalami psikologi di lingkup desain tp aku juga tertarik dengan teknologi ai yang jadi topik sehari2 wkwk,Positif
1121,2023-02-22 17:27:08 SE Asia Standard Time,followindopr0,"@mediocrickey @ahmad_deza Inilah kenapa ahli etik AI/Teknologi ada. Kayak, urusan macet kan bisa diselesaikan dengan nambah traffic layer di mapsnya kan? Bisa tau status kena macet/ga macetnya driver tanpa invasi privasi.  Lagipula ongkos data ojol berapa? Nambah biaya bandwidth buat korporat berapa?",Netral
1122,2023-02-22 16:57:03 SE Asia Standard Time,kompasiana,Optimis Menghadapi Teknologi AI  https://t.co/GEA1X55zYy,Positif
1123,2023-02-22 16:47:40 SE Asia Standard Time,jihancorrn,apabila menggunakan teknologi Artificial Intellegence (AI).,Netral
1124,2023-02-22 16:44:01 SE Asia Standard Time,jihancorrn,"Ini Paras Cantik Dyah Pitaloka Versi Teknologi AI, Raja Majapahit Sampai Naksir Berat  https://t.co/vObR50ZAFI",Netral
1125,2023-02-22 16:20:09 SE Asia Standard Time,clxirejoan,@JoshuaPrik @convomfs mereka bukan ‘cuma gambar’ kok. AI itu masih dalam tahap pengembangan baik dalam kpop maupun secara umum di dunia teknologi. dan bukan gamungkin juga mereka bakal bisa kita liat secara ‘langsung’ nantinyaa,Netral
1126,2023-02-22 14:42:08 SE Asia Standard Time,beritabaruco,ChatGPT Sebabkan Ledakan Jumlah E-book yang Ditulis dengan AI di Amazon  https://t.co/7JL1LyU4y3 #AI #ChatGPT #Ebook #inovasi #Teknologi  https://t.co/g1LPzgvAGp,Positif
1127,2023-02-22 12:38:27 SE Asia Standard Time,radarlampung,Begini Cantiknya Penampakan Ratu Sunda Dyah Pitaloka Versi Teknologi AI   https://t.co/uItUCveuzu,Positif
1128,2023-02-22 11:42:00 SE Asia Standard Time,motorplusweekly,"Canggihnya Kamera ETLE Mobile, Sudah Menggunakan Teknologi AI    https://t.co/dzFk3wkpPp",Positif
1129,2023-02-22 11:38:15 SE Asia Standard Time,dreamboumkiss,Kecepatan teknologi bioteknologi utk menghasilkan Athena bergerak seiring dgn proses teknologi AI yg mampu menjadikan robot AI setanding kekebalan &amp; kebijaksanaan menyerupai seorang manusia seperti watak antagonis Ezakiel  Gila tak ketua Intelligen Khas Negara diketuai Android?,error
1130,2023-02-22 10:01:16 SE Asia Standard Time,mykmunet,"Teknologi AI pemudah proses pembelajaran, cetus kreativiti pelajar  https://t.co/xx7chDeYU6",Positif
1131,2023-02-22 09:46:14 SE Asia Standard Time,youngsterid_,Interaksi Campuran Antara Manusia dan Teknologi AI Akan Jadi Tren Masa Depan –  https://t.co/JVdJNsUMej - Interaksi campuran antara manusia dengan teknologi kecerdasan buatan (artific...  https://t.co/WVnZxErn53,Positif
1132,2023-02-22 08:59:18 SE Asia Standard Time,r_novindry,Nah gimana ya kalau manusia yg memakai teknologi AI utk kejahatan dgn menipu manusia terdekat kita/ortu dgn memakai deep fake video dgn wajah kita yg foto wajah kita diambil dari akun sosmed kita/ig terus mereka bikin video bahwa kita lg ada masalah dikantor &amp; si penipu meminta,Negatif
1133,2023-02-22 08:38:30 SE Asia Standard Time,mknterengganu,KANDUNGAN LANGGAR ETIKA | DISEKAT   Terdapat tiga kaedah digunakan penyedia platform media sosial untuk menurunkan kandungan tersebut iaitu pertama melalui teknologi kecerdasan buatan (AI),Netral
1134,2023-02-22 08:24:27 SE Asia Standard Time,r_novindry,"Sungguh menyeramkan ya teknologi AI ya walaupun belum sempurna tapi tetap banyak manusia di indo yg percaya kalau video itu beneran pdhl cuma deep fake soalnya tipe manusia dinegara ini nih gampang bgt dikibuli atau diboongi, apalg tekno AI dimasa depan bakal lebih sempurna. 🤔🤔",Negatif
1135,2023-02-22 08:24:09 SE Asia Standard Time,umt_official,HEBAHAN : LATIHAN AKADEMIK : TEKNOLOGI KECERDASAN BUATAN (AI) DALAM PENDIDIKAN    Tarikh: 23 Februari 2023 | Khamis  Masa:10:00 pagi    Capaian Aplikasi Cisco Webex   https://t.co/sFOrNWGwq2    No. Mesyuarat: 2512 966 7658  Kata Laluan: LAPPBI2023  https://t.co/W0llFAxJgX,error
1136,2023-02-22 08:21:05 SE Asia Standard Time,wahyu27,Teknologi AI Temukan Adanya DNA Leluhur Misterius di Gen Orang Asia  https://t.co/6qQ7atqiqP,Netral
1137,2023-02-22 07:57:33 SE Asia Standard Time,japen_beaufort,Terdapat tiga kaedah digunakan penyedia platform media sosial untuk menurunkan kandungan tersebut iaitu pertama melalui teknologi kecerdasan buatan (AI) yang mengesan dan menurunkan kandungan secara automatik jika didapati melanggar garis panduan komuniti ditetapkan.  #KKD  https://t.co/9dZvF5tfVm,Netral
1138,2023-02-22 07:38:47 SE Asia Standard Time,aleeyazo,"@cucunyatrump @tang__kira bisa jadi pake AI kak, kyk mave sama membernya superkind apalagi teknologi kan makin berkembang trs skrg jg makin banyak kan foreigner yg dateng ke korea buat trainee idol",Positif
1139,2023-02-22 07:29:42 SE Asia Standard Time,jpenerangan,KANDUNGAN LANGGAR ETIKA | DISEKAT   Terdapat tiga kaedah digunakan penyedia platform media sosial untuk menurunkan kandungan tersebut iaitu pertama melalui teknologi kecerdasan buatan (AI) yang mengesan dan -  https://t.co/OJGoTX1B0e,error
1140,2023-02-21 22:48:07 SE Asia Standard Time,99garislucu,@gjadi_sendirian @johnnie_muhan 🤭 Al apa AI mas itu teknologi 3D nya,error
1141,2023-02-21 21:03:37 SE Asia Standard Time,kaltimberita,"Gadget:  Microsoft Menambahi Teknologi AI di Mesin Pencari Bing:  https://t.co/9wyJqFyhl5, JAKARTA - Microsoft menambahi teknologi kecerdasan buatan (AI) generatif di mesin pencarinya, Bing.  https://t.co/73NehNFzrF  https://t.co/cjTlIXJZrH",Positif
1142,2023-02-21 16:39:10 SE Asia Standard Time,indiah752834981,Katanya sdh mau di ganti dgn teknologi ai...dan mesin plus robot...knapa harus sibuk mengangkat tenaga kerja lagi...wah menke seng repot presiden berikutnya itu ! https://t.co/YeKSNRw7Pq,Negatif
1143,2023-02-21 15:57:14 SE Asia Standard Time,media_asuransi,"Perusahaan teknologi asuransi berbasis kecerdasan buatan (AI) asal Afrika Selatan, Naked, yang menawarkan cara baru yang sepenuhnya digital bagi konsumen untuk mengasuransikan mobil.  https://t.co/GGRc5I4bKZ",Positif
1144,2023-02-21 15:45:35 SE Asia Standard Time,republikaonline,Potensi pelambatan ekonomi hingga manfaat AI dan teknologi mutakhir lainnya untuk CX.  https://t.co/f1rQuPHvxv,Netral
1145,2023-02-21 14:27:15 SE Asia Standard Time,belitunginfocom,"BELITONGINFO - Perusahaan Microsoft menambahi teknologi kecerdasan buatan (AI) generatif di search engine miliknya yaitu Bing. Upaya Microsoft tersebut untuk bisa lebih bersaing dengan Google.  Microsoft mengumumkan bahwa OpenAI, yang diintegrasikan   https://t.co/u2g0pZQhwO  https://t.co/hh9nq13995",Positif
1146,2023-02-21 14:04:40 SE Asia Standard Time,jensniek,@jirrijellyjilli @starfess Ai itu artificial intelligence. Kecerdasan buatan. Ni bukan ai anjir. Harus digambar sama orang dan ada voice overnya. Semuanya sama harus pake teknologi yang namanya motion capture biar gerak. Coba google lagi apa itu AI.,Negatif
1147,2023-02-21 13:25:07 SE Asia Standard Time,muhdrajaei,"@Dr_AzmanIbrahim Apa melalut YB ni? Perdagangan rempah kan ekonomi utama waktu itu, seperti mana waktu skrg teknologi AI, semiconductor dan sbgainya. Negara yg kuasai ekonomi ini pada waktu itu adalah penguasa dunia. Jika skrg sanggup berperang demi kuasai ekonomi, maka dulu pun samalah.",Netral
1148,2023-02-21 11:18:57 SE Asia Standard Time,angelichris,Buat apa ada teknologi tapi masih hire pekerja ngeyelan gini? Udah ganti aja pake AI.,Positif
1149,2023-02-21 11:16:22 SE Asia Standard Time,kompasdata,"Aplikasi AI bisa membantu pekerja atau bahkan menciptakan pasar baru. Sayangnya, sebagian besar pemimpin teknologi lebih fokus mengembangkan teknologi yang dapat melakukan apa yang sudah dilakukan manusia dengan baik.   https://t.co/AHjmXQSGG2  #Opini #AdadiKompas",Netral
1150,2023-02-21 11:13:36 SE Asia Standard Time,hariankompas,"Aplikasi AI bisa membantu pekerja atau bahkan menciptakan pasar baru. Sayangnya, sebagian besar pemimpin teknologi lebih fokus mengembangkan teknologi yang dapat melakukan apa yang sudah dilakukan manusia dengan baik.   https://t.co/O3Wt2tQDXC   #Opini #AdadiKompas",Netral
1151,2023-02-21 10:27:10 SE Asia Standard Time,inabauniversity,[4 WEBSITE TEKNOLOGI AI YANG PERLU KAMU TAU]  https://t.co/tmUHbTfkrV,Netral
1152,2023-02-21 09:45:51 SE Asia Standard Time,aribaba,"Insinyur Robotika (Robotics Engineer): Pengembangan robot jadi makin canggih, kompleks. Akan merancang, membangun, dan kembangkan robot dengan teknologi AI terbaru.  Spesialis pengembangan chatbot (Chatbot Developer): Chatbot jadi makin populer di era AI, dan akan kembangkan",Positif
1153,2023-02-21 09:45:49 SE Asia Standard Time,aribaba,"Profesi baru apa aja yang akan muncul di era AI? ChatGPT: Semakin berkembangnya teknologi AI, banyak profesi baru muncul / alami perubahan. Contoh profesi baru mungkin muncul:  Insinyur Machine Learning (Machine Learning Engineer): butuhkan keahlian pemrograman dan matematika,",Netral
1154,2023-02-21 09:42:24 SE Asia Standard Time,digital_skola,"Sekarang tuh, teknologi AI (Artificial Intelligence) alias kecerdasan buatan udah makin berkembang dan ngehits abis guys. Nyesel banget deh kalo ga manfaatin tools-tools ini buat kerjaan sehari2 🥲  Kuy, cek toolsnya di sini",Positif
1155,2023-02-21 09:18:47 SE Asia Standard Time,ebelloksana,"Tahun 1998 dan 1999 saya pertama kali dengar tentang AI dari tabloid Fantasi dan majalah Bobo. Tentang teknologi kecerdasan buatan yang sedang dikembangkan sehingga sebuah komputer bisa berpikir seperti manusia. Lebih dari 20 tahun kemudian, chatGPT dan kawan2nya muncul.",Netral
1156,2023-02-21 09:03:52 SE Asia Standard Time,bahtiarkiki26,"@_raryasa @PorosHalangID iya aturan baru sekarang semua bagian tubuh dihitung offiside/onside, Serie A malah pakek teknologi AI pas Pildun kemarin makin tipis tetep dihitung",Negatif
1157,2023-02-21 08:04:46 SE Asia Standard Time,hhjn31,"Cakep amat, kaya idol dari teknologi AI",Positif
1158,2023-02-21 08:02:06 SE Asia Standard Time,gema_ika,"Smart Mining merupakan konsep teknologi terkini untuk mendorong optimalisasi pertambangan melalui implementasi teknologi AI (Artificial Intelligence), IoT (Internet-of-Things), Machine Learning, hingga Big Data yang dapat diterapkan di operasional pertambangan.",Netral
1159,2023-02-21 07:34:58 SE Asia Standard Time,yvyvivy,I mimpi ada Ai yang tolong kemas rumah and masak untuk i. Bestnya. Bila nak ada teknologi gini,Positif
1160,2023-02-21 05:28:20 SE Asia Standard Time,databudi,#AI #ArtificialIntelligence Ketika Kesurupan Teknologi  https://t.co/KOcMUMJCBh,error
1161,2023-02-21 00:00:49 SE Asia Standard Time,detik_jatim,Melihat Pesona Kecantikan Ken Dedes Lewat Teknologi AI  https://t.co/DyOpUMAMcP,Netral
1162,2023-02-20 23:33:56 SE Asia Standard Time,agushamonangan,"Awal retaknya hubungan Hayam Wuruk dan Gajah Mada juga berakhirinya pengabdian Gajah Mada di Majapahit?  #PerangBubat    Cantik Banget, Ini Wajah Putri Kerajaan Sunda Dyah Pitaloka Citraresmi Versi Teknologi AI   https://t.co/Vi35yRvZhw",error
1163,2023-02-20 21:56:57 SE Asia Standard Time,kanim_wonosobo,1.KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Wamenkumham Perintahkan ASN Kemenkumham Tingkatkan Kualitas dengan Teknologi AI  https://t.co/haezRKtnye,Positif
1164,2023-02-20 20:32:14 SE Asia Standard Time,jpnncom,Microsoft Menambahi Teknologi AI di Mesin Pencari Bing #Microsoft  https://t.co/Va91kD0dBQ,Positif
1165,2023-02-20 20:17:28 SE Asia Standard Time,molukiyah2012,@budimandjatmiko Tony Stark sebagai contoh. Dia sendir yg ciptakan AI untuk membantunya menciptakan teknologi lainnya.,Positif
1166,2023-02-20 20:15:07 SE Asia Standard Time,siresek_,"10 tahun kedepan apa yang akan terjadi?   ""Sedang memikirkan memanfaatkan teknologi AI sebagai peluang menghasilkan uang""",Positif
1167,2023-02-20 20:07:17 SE Asia Standard Time,piwpuwcha,"impian masa depan ku: punya keluarga yang cerdas, hemat dan melek teknologi a.k.a. punya rumah desain modern (macam ai gitu)",Positif
1168,2023-02-20 19:56:33 SE Asia Standard Time,_simang,"Telkom menggunakan teknologi kecerdasan buatan atau Artificial Intelligence (AI), serta terintegrasi dengan sistem big data Pijar By Telkom Indonesia  @telkomindonesia @KemenBUMN @erickthohir  #DigitalBisa #UntukIndonesiaLebihBaik  https://t.co/m1dPZV5ret",Netral
1169,2023-02-20 19:32:15 SE Asia Standard Time,detikedu,"Ken Dedes Ditampilkan dengan Teknologi AI, Begini Rupa Cantik dan Kisahnya  https://t.co/CmZGGWBZIu",Netral
1170,2023-02-20 18:59:40 SE Asia Standard Time,indosatbusiness,"Faktanya, menurut artikel Technative di akhir 2022, perusahaan yang berinvestasi pada teknologi otomatisasi dan AI di tahun 2020-2021 kini tumbuh lima kali lebih cepat dibandingkan yang tidak.  https://t.co/YNSqPLxsR0",Positif
1171,2023-02-20 18:02:13 SE Asia Standard Time,_fauzan11115,"@Dennaaja_ Pake teknologi AI, katanya.",Negatif
1172,2023-02-20 17:59:52 SE Asia Standard Time,lifeofita,Seriusanini NVIDIA keren banget sih bikin aplikasi Broadcast tapi pke teknologi AI #nvidia   https://t.co/aNkmmt6Dz6,Positif
1173,2023-02-20 17:36:33 SE Asia Standard Time,zidworld_,Para ahli medis mengatakan suara seseorang dapat memberikan informasi penting tentang kesehatan yang bersangkutan.  Video: Teknologi AI untuk Mendeteksi Penyakit dengan Analisis Suara  https://t.co/4vFCLFu2mu,Netral
1174,2023-02-20 17:29:22 SE Asia Standard Time,ichyak,"@PartaiSocmed Padahal dah beli draw pad, sekarang malah ada AI begini. Teknologi memang memanjakan manusia",Netral
1175,2023-02-20 17:20:26 SE Asia Standard Time,samekto_amru,@muihsan_ AI cuk wkwkwkw.. artifisial intelijen.. anjrit ketinggalan jaman bangat aku baru tau ada teknologi macam begini hahaha.. bisa ini bikin tiap lagu ada art nya,Positif
1176,2023-02-20 17:07:46 SE Asia Standard Time,aprianiriya,"Kalian harus tau nih, Telkom menggunakan teknologi kecerdasan buatan atau AI dan cocok dimanfaatkan di seluruh daerah tanah air #DigitalBisa #UntukIndonesiaLebihBaik  @telkomindonesia @KemenBUMN @erickthohir  https://t.co/zK45j9IHue",Positif
1177,2023-02-20 17:03:43 SE Asia Standard Time,cleanratih,"Pijar Telkom ini untuk melahirkan talenta tersebut, Telkom menggunakan teknologi menggunakan kecerdasan buatan atau AI, serta terintegrasi dengan sistem big data #DigitalBisa #UntukIndonesiaLebihBaik  @telkomindonesia @KemenBUMN @erickthohir  https://t.co/5kUkykJaj5",Netral
1178,2023-02-20 17:00:08 SE Asia Standard Time,naikkreatif,"Anda wajib tau! Penggunaan AI untuk bisnis bisa menguntungkan sekali loh di era teknologi seperti saat ini.  Faktanya, sudah banyak perusahaan yang telah menggunakan AI dalam bisnisnya. Terutama bisnis besar yang memang membutuhkan teknologi untuk membantu operasional mereka.  https://t.co/6JMeDFvDLo",Positif
1179,2023-02-20 16:43:05 SE Asia Standard Time,haltev_id,Hai Haltevers!  Ada apa sih di Recent Update di Minggu ini? Ada update mengenai Dunia Teknologi. Dari Instagram sampai dunia AI.  Tertarik belajar Website Development dan Mobile App Development? Yuk belajar Websita dan Mobile App Development di Haltev!  https://t.co/VHfAot0ZSl,Netral
1180,2023-02-20 16:22:12 SE Asia Standard Time,adtyrzky,"@myaeriday @Cbdweakki @Mbokdarmii @tang__kira itu kata kita, yg udh terbiasa interaksi sosial sm org sekitar, yg di usia dewasa gini teknologi AI baru rame tp gmn dgn anak-cucu kita nnti? anak sy aja yg skrg usia 4 taun lebih tertarik visual yg ada di gadget ketimbang RL kebayang kan mindset yg dibentuknya sejak kecil ky gmn",Negatif
1181,2023-02-20 14:59:22 SE Asia Standard Time,fakeacc712345,"Faktanya, menurut artikel Technative di akhir 2022, perusahaan yang berinvestasi pada teknologi otomatisasi dan AI di tahun 2020-2021 kini tumbuh lima kali lebih cepat dibandingkan yang tidak.  https://t.co/F5OwsewirX",Positif
1182,2023-02-20 13:38:06 SE Asia Standard Time,detikinet,"Di era digital, banyak perusahaan teknologi di Amerika Serikat yang tidak lagi melihat ijazah. Kini, skill seperti AI dan cloud computing yang banyak dicari.  https://t.co/Rxxfm5VjoW",Positif
1183,2023-02-20 13:35:50 SE Asia Standard Time,lapaswonogiri,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Wamenkumham Perintahkan ASN Kemenkumham Tingkatkan Kualitas dengan Teknologi AI  https://t.co/MwFvFHVNpe,Positif
1184,2023-02-20 13:31:50 SE Asia Standard Time,majalabs_xyz,Industri musik Korea Selatan bahkan mulai mendebutkan girl/boy grup virtual yang sangat unik dan futuristic.  MAJA People simak nih grup K-Pop Virtual yang lagi viral!👆🏻🚨  #majalabs #mave #superkind #artificialintelligence #teknologiAI #AI #kpop #virtualhuman #virtualinfluencer  https://t.co/auih9aYx4K,error
1185,2023-02-20 13:31:33 SE Asia Standard Time,majalabs_xyz,MAJA People💕 Kalau ngomongin teknologi AI (Artificial Intelligence) emang gak ada habisnya yaa😁 Banyak banget yang bisa di eksplore dari teknologi ini. Mulai dari bikin NFT hingga Virtual Human👾🔥  #majalabs #mave #superkind #artificialintelligence #teknologiAI #AI #kpop  https://t.co/Ou0cN0HQIu,Positif
1186,2023-02-20 13:28:56 SE Asia Standard Time,kreasikubali,"bahwa LaMDA dapat berpikir dan memiliki perasaan seperti manusia 👏   Nah, itu dia sekilas update soal teknologi AI yang kini sedang menjadi perbincangan hangat hari ini😁   Wah, minsi pingin tau dong gimana pendapatmu soal kemajuan teknologi AI ini?Comment yaa😀",Positif
1187,2023-02-20 13:28:53 SE Asia Standard Time,kreasikubali,"Perusahaan raksasa teknologi Google mengatakan, akan merilis chatbot bernama Bard 😲  Menurut CEO Google, Sundar Pichai,  Bard bakal mengandalkan model AI yang sudah diumumkan dan dikembangkan Google sejak bertahun-tahun lalu,  https://t.co/j0De1zuuR9",Netral
1188,2023-02-20 13:14:58 SE Asia Standard Time,erieljeon,"@kaum_ovrthnkng @deyaaverse @NNG_519 @summerlight_boy Tunggu2 soal kakao, kakao gak pernah beli saham di hb, tapi dulu hybe inves di ank perusahaan kakao yang berbasis  di AI dan teknologi lah",error
1189,2023-02-20 13:14:39 SE Asia Standard Time,vivacoid,"Cantik Banget, Ini Wajah Putri Kerajaan Sunda Dyah Pitaloka Citraresmi Versi Teknologi AI  https://t.co/HlDQxBBXgC",Netral
1190,2023-02-20 13:11:24 SE Asia Standard Time,jongos_widodos,@BosPurwa Ngeri teknologi AI,Negatif
1191,2023-02-20 12:08:36 SE Asia Standard Time,zidworld_,Para ahli medis mengatakan suara seseorang dapat memberikan informasi penting tentang kesehatan yang bersangkutan.  Video: Teknologi AI untuk Mendeteksi Penyakit dengan Analisis Suara  https://t.co/7Ibrpm6d8n,Netral
1192,2023-02-20 12:05:32 SE Asia Standard Time,technologueid,Minecraft Kembangkan Inovasi Teknologi OpenAI Guna Tingkatkan Pengalaman Bermain  #Microsoft #Minecraft #ArtificialIntelligence #OpenAI #KecerdasanBuatan #KecerdasanArtifisial #TeknologiAI #InovasiTeknologi #GameMinecraft  https://t.co/9rLmzPoVHV  https://t.co/dSkE3v7wFX,Positif
